antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"Momogi, Tango",Roma Kelapa,0.0461,0.2093,0.0112,0.24295010845986983,1.1607745268030092,1.0,0.0015512699999999987,1.0444489971346704,0.14519996855016237,0.04586404586404586,0.04255736494229142,0.14823090707274428
"Momogi, Roma Kelapa",Tango,0.0474,0.2037,0.0112,0.23628691983122363,1.1599750605361985,1.0,0.00154462,1.0426690607734808,0.14477482678983833,0.04668611921634014,0.04092291828610277,0.14563486885031973
"Tango, Roma Kelapa",Momogi,0.045,0.2144,0.0112,0.24888888888888888,1.1608623548922055,1.0,0.0015519999999999996,1.0459171597633137,0.1451009723261032,0.0451248992747784,0.04390133514369765,0.15056384742951906
Momogi,"Tango, Roma Kelapa",0.2144,0.045,0.0112,0.05223880597014925,1.1608623548922057,1.0,0.0015519999999999996,1.0076377952755906,0.17638929298807096,0.0451248992747784,0.007579901539423302,0.15056384742951906
Tango,"Momogi, Roma Kelapa",0.2037,0.0474,0.0112,0.054982817869415807,1.1599750605361985,1.0,0.00154462,1.008024,0.1731916363179706,0.04668611921634014,0.007960127933461902,0.14563486885031973
Roma Kelapa,"Momogi, Tango",0.2093,0.0461,0.0112,0.05351170568561873,1.1607745268030092,1.0,0.0015512699999999987,1.0078307420494699,0.17516915391425303,0.04586404586404586,0.007769897982617388,0.14823090707274428
"Tango, Biskuat",Roma Kelapa,0.0473,0.2093,0.0115,0.2431289640591966,1.1616290686058126,1.0,0.0016001099999999983,1.0446958100558659,0.14604807389524493,0.04691962464300286,0.04278356400556037,0.14903700950212576
"Biskuat, Roma Kelapa",Tango,0.049,0.2037,0.0115,0.2346938775510204,1.1521545289691724,1.0,0.0015186999999999996,1.0404986666666667,0.13886526768161656,0.047678275290215594,0.038922362867035536,0.14557472473525493
"Tango, Roma Kelapa",Biskuat,0.045,0.209,0.0115,0.25555555555555554,1.2227538543328016,1.0,0.0020950000000000014,1.0625373134328358,0.19075802412929674,0.04742268041237113,0.05885658098047477,0.1552897395002658
Biskuat,"Tango, Roma Kelapa",0.209,0.045,0.0115,0.05502392344497608,1.2227538543328018,1.0,0.0020950000000000014,1.0106075949367088,0.23030836035837973,0.04742268041237113,0.01049625491620532,0.1552897395002658
Tango,"Biskuat, Roma Kelapa",0.2037,0.049,0.0115,0.056455571919489446,1.1521545289691724,1.0,0.0015186999999999996,1.007901664932362,0.16584311134649926,0.047678275290215594,0.007839718106718659,0.14557472473525493
Roma Kelapa,"Tango, Biskuat",0.2093,0.0473,0.0115,0.05494505494505494,1.1616290686058126,1.0,0.0016001099999999983,1.0080895348837209,0.17597065890982655,0.04691962464300286,0.008024619444793676,0.14903700950212576
"Aqua, Tango",Roma Kelapa,0.0451,0.2093,0.0101,0.22394678492239467,1.0699798610721196,1.0,0.0006605699999999992,1.0188734285714285,0.06849195758407124,0.0413426115431846,0.018523820567085694,0.13610143832837363
"Aqua, Roma Kelapa",Tango,0.0443,0.2037,0.0101,0.22799097065462753,1.119248751372742,1.0,0.00107609,1.0314646198830408,0.11148222701311673,0.042454812946616224,0.030504798009076406,0.13878684517022
"Tango, Roma Kelapa",Aqua,0.045,0.2121,0.0101,0.22444444444444445,1.0582010582010581,1.0,0.0005554999999999987,1.0159169054441262,0.05759162303664908,0.04089068825910931,0.015667526899916785,0.13603174603174603
Aqua,"Tango, Roma Kelapa",0.2121,0.045,0.0101,0.047619047619047616,1.0582010582010581,1.0,0.0005554999999999987,1.00275,0.06980581292042122,0.04089068825910931,0.002742458239840438,0.13603174603174603
Tango,"Aqua, Roma Kelapa",0.2037,0.0443,0.0101,0.04958271968581247,1.1192487513727418,1.0,0.00107609,1.0055583161157025,0.13379827245565196,0.042454812946616224,0.005527592011941475,0.13878684517022
Roma Kelapa,"Aqua, Tango",0.2093,0.0451,0.0101,0.0482560917343526,1.0699798610721196,1.0,0.0006605699999999992,1.0033161144578313,0.08271527797777871,0.0413426115431846,0.0033051541882423282,0.13610143832837363
"Tango, Biskuat",Good Day,0.0473,0.2124,0.0114,0.24101479915433405,1.1347212766211583,1.0,0.001353479999999999,1.0377013927576602,0.12462088358294697,0.04591220298026581,0.03633163935288731,0.14734355776925742
"Biskuat, Good Day",Tango,0.0473,0.2037,0.0114,0.24101479915433405,1.1831850719407662,1.0,0.001764990000000001,1.0491640668523678,0.1625104274278644,0.04757929883138564,0.04686022749508233,0.14848972652856615
"Tango, Good Day",Biskuat,0.047,0.209,0.0114,0.24255319148936172,1.160541586073501,1.0,0.0015770000000000003,1.0442977528089887,0.14515564882826168,0.04660670482420278,0.04241869973370636,0.14854932301740814
Biskuat,"Tango, Good Day",0.209,0.047,0.0114,0.05454545454545455,1.160541586073501,1.0,0.0015770000000000003,1.0079807692307692,0.17488411293721032,0.04660670482420278,0.007917580845177912,0.14854932301740814
Tango,"Biskuat, Good Day",0.2037,0.0473,0.0114,0.055964653902798235,1.183185071940766,1.0,0.001764990000000001,1.0091783151326053,0.19442883864187668,0.04757929883138564,0.009094839826596235,0.14848972652856615
Good Day,"Tango, Biskuat",0.2124,0.0473,0.0114,0.05367231638418079,1.1347212766211583,1.0,0.001353479999999999,1.0067337313432836,0.1507444334554007,0.04591220298026581,0.006688691491740094,0.14734355776925742
Pepsodent,Tango,0.1998,0.2037,0.0459,0.22972972972972974,1.1277846329392722,1.0,0.005200740000000002,1.0337929824561403,0.14159695370275083,0.1283557046979866,0.03268834576130824,0.22753054969549819
Tango,Pepsodent,0.2037,0.1998,0.0459,0.2253313696612666,1.1277846329392722,1.0,0.005200740000000002,1.0329577946768063,0.1422904462551064,0.1283557046979866,0.031906235517703815,0.22753054969549819
Pepsodent,Indomie Goreng,0.1998,0.2074,0.0456,0.22822822822822822,1.1004254012932895,1.0,0.004161480000000002,1.0269875486381321,0.11404714610820985,0.1261061946902655,0.02627836011636162,0.22404661170331375
Indomie Goreng,Pepsodent,0.2074,0.1998,0.0456,0.21986499517839925,1.1004254012932895,1.0,0.004161480000000002,1.0257199011124847,0.11514070945721616,0.1261061946902655,0.025074975229191755,0.22404661170331375
Pepsodent,Taro,0.1998,0.2098,0.0447,0.2237237237237237,1.0663666526392932,1.0,0.00278196,1.0179365570599614,0.07777585804891059,0.12249931488078927,0.017620505851333484,0.21839189046052726
Taro,Pepsodent,0.2098,0.1998,0.0447,0.2130600571973308,1.0663666526392932,1.0,0.00278196,1.0168501514233799,0.07876011340260473,0.12249931488078927,0.01657092876447236,0.21839189046052726
Pepsodent,Lifebuoy,0.1998,0.205,0.0444,0.22222222222222224,1.0840108401084012,1.0,0.0034410000000000066,1.0221428571428572,0.09685078730317438,0.12319644839067703,0.021663172606568866,0.21940379403794041
Lifebuoy,Pepsodent,0.205,0.1998,0.0444,0.21658536585365856,1.0840108401084012,1.0,0.0034410000000000066,1.021425902864259,0.09748427672955992,0.12319644839067703,0.020976463201272878,0.21940379403794041
Pepsodent,Bimoli,0.1998,0.2055,0.044,0.2202202202202202,1.0716312419475436,1.0,0.002941100000000002,1.018877406931964,0.08353309399922752,0.12178245225574313,0.018527652888886356,0.21716607118066972
Bimoli,Pepsodent,0.2055,0.1998,0.044,0.2141119221411192,1.0716312419475436,1.0,0.002941100000000002,1.0182111455108358,0.08413238743635226,0.12178245225574313,0.017885431318569362,0.21716607118066972
Pepsodent,Pocari Sweat,0.1998,0.2093,0.0439,0.2197197197197197,1.0497836584793105,1.0,0.002081859999999998,1.0133538165490699,0.05926365788962775,0.12020810514786417,0.013177842063639427,0.214733247341943
Pocari Sweat,Pepsodent,0.2093,0.1998,0.0439,0.20974677496416627,1.0497836584793105,1.0,0.002081859999999998,1.0125868198307135,0.05997569121446837,0.12020810514786417,0.0124303611149291,0.214733247341943
Pepsodent,Beng Beng,0.1998,0.2007,0.0426,0.2132132132132132,1.06234784859598,1.0,0.002500139999999998,1.0159041984732824,0.07334257984799569,0.1190276613579212,0.01565521482949233,0.21273515668134502
Beng Beng,Pepsodent,0.2007,0.1998,0.0426,0.21225710014947682,1.06234784859598,1.0,0.002500139999999998,1.0158136622390892,0.07342516251015407,0.1190276613579212,0.015567483316017018,0.21273515668134502
Pepsodent,Torabika,0.1998,0.2046,0.0417,0.2087087087087087,1.0200816652429554,1.0,0.0008209199999999958,1.0051924098671727,0.024601763228257557,0.11497105045492144,0.00516558801698352,0.20626051271212562
Torabika,Pepsodent,0.2046,0.1998,0.0417,0.20381231671554254,1.0200816652429556,1.0,0.0008209199999999958,1.0050394106813998,0.024750227477057705,0.11497105045492144,0.005014142358838453,0.20626051271212562
Pepsodent,Pantene,0.1998,0.2028,0.0395,0.19769769769769768,0.9748407184304619,1.0,-0.0010194400000000034,0.9936404242046163,-0.031244962047166685,0.10878545855136325,-0.006400278853866439,0.196235436620052
Pantene,Pepsodent,0.2028,0.1998,0.0395,0.1947731755424063,0.9748407184304619,1.0,-0.0010194400000000034,0.9937572565829761,-0.03135885500682286,0.10878545855136325,-0.00628196008197163,0.196235436620052
Pepsodent,Biskuat,0.1998,0.209,0.0472,0.2362362362362362,1.130316919790604,1.0,0.005441799999999997,1.0356605504587157,0.1440794462401348,0.13053097345132744,0.034432662751246804,0.23103677840519943
Biskuat,Pepsodent,0.209,0.1998,0.0472,0.22583732057416267,1.130316919790604,1.0,0.005441799999999997,1.0336328800988874,0.14575521223938795,0.13053097345132744,0.032538516088681156,0.23103677840519943
Pepsodent,Beras,0.1998,0.2092,0.0434,0.2172172172172172,1.0383232180555315,1.0,0.0016018400000000002,1.0102419437340153,0.04612441359706156,0.1187089715536105,0.010138109784037948,0.21233709809235624
Beras,Pepsodent,0.2092,0.1998,0.0434,0.20745697896749524,1.0383232180555317,1.0,0.0016018400000000002,1.0096612786489747,0.04667268052651577,0.1187089715536105,0.009568831501493666,0.21233709809235624
Pepsodent,Sun Light Jeruk Nipis,0.1998,0.2082,0.0429,0.2147147147147147,1.0312906566508873,1.0,0.0013016399999999997,1.008295984703633,0.03791709415303515,0.11750205423171733,0.00822772760130678,0.210383293956781
Sun Light Jeruk Nipis,Pepsodent,0.2082,0.1998,0.0429,0.20605187319884727,1.0312906566508873,1.0,0.0013016399999999997,1.0078744101633395,0.03831934673056168,0.11750205423171733,0.007812888276489956,0.210383293956781
Pepsodent,Sukro,0.1998,0.2025,0.042,0.21021021021021022,1.0380751121491862,1.0,0.0015405000000000002,1.0097623574144488,0.04583675509694005,0.11656952539550375,0.009667975185216558,0.2088088088088088
Sukro,Pepsodent,0.2025,0.1998,0.042,0.2074074074074074,1.0380751121491862,1.0,0.0015405000000000002,1.0095981308411215,0.045991939095387374,0.11656952539550375,0.009506882538624589,0.2088088088088088
Pepsodent,Molto,0.1998,0.2143,0.0468,0.23423423423423423,1.0930202250780878,1.0,0.003982860000000005,1.0260317647058825,0.10635321938746095,0.12741628096923496,0.025371304867295705,0.2263098376024181
Molto,Pepsodent,0.2143,0.1998,0.0468,0.21838544097060197,1.0930202250780878,1.0,0.003982860000000005,1.0237782686567165,0.10831595539499331,0.12741628096923496,0.023225994714573817,0.2263098376024181
Pepsodent,Aqua,0.1998,0.2121,0.0452,0.2262262262262262,1.0666017266677332,1.0,0.002822419999999992,1.018256274256145,0.0780341419070009,0.12326152167984727,0.017928958276718105,0.21966662560721964
Aqua,Pepsodent,0.2121,0.1998,0.0452,0.21310702498821307,1.066601726667733,1.0,0.002822419999999992,1.016910844817256,0.07925234211699725,0.12326152167984727,0.016629623829309007,0.21966662560721964
Pepsodent,Kwaci,0.1998,0.2079,0.0448,0.22422422422422422,1.0785195970381156,1.0,0.00326158,1.0210424516129033,0.09098116095976007,0.12344998622209975,0.020608792102290392,0.21985621985621984
Kwaci,Pepsodent,0.2079,0.1998,0.0448,0.21548821548821548,1.0785195970381154,1.0,0.00326158,1.019997424892704,0.09191153263476833,0.12344998622209975,0.019605368018264777,0.21985621985621984
Pepsodent,Mie Gemez,0.1998,0.2046,0.0442,0.22122122122122123,1.0812376403774253,1.0,0.003320919999999998,1.021342673521851,0.09389394732764765,0.1227096057745697,0.020896682450617585,0.21862625088431542
Mie Gemez,Pepsodent,0.2046,0.1998,0.0442,0.21603128054740958,1.0812376403774253,1.0,0.003320919999999998,1.0207039900249377,0.09446056908672826,0.1227096057745697,0.02028402967684276,0.21862625088431542
Pepsodent,Nabati Keju,0.1998,0.2088,0.041,0.20520520520520522,0.9827835498333582,1.0,-0.0007182400000000019,0.9954770780856423,-0.02142309174490348,0.11153427638737758,-0.004543471681995447,0.2007826792309551
Nabati Keju,Pepsodent,0.2088,0.1998,0.041,0.19636015325670497,0.9827835498333581,1.0,-0.0007182400000000019,0.9957196662693684,-0.021661503421253326,0.11153427638737758,-0.004298733745682371,0.2007826792309551
Pepsodent,Djarum,0.1998,0.2128,0.0451,0.22572572572572572,1.0607411923201397,1.0,0.0025825600000000046,1.0166939883645765,0.07156082376301724,0.12272108843537417,0.016419875159712563,0.2188309079756448
Djarum,Pepsodent,0.2128,0.1998,0.0451,0.21193609022556392,1.0607411923201397,1.0,0.0025825600000000046,1.0153998807394156,0.07274259549690854,0.12272108843537417,0.015166321201654481,0.2188309079756448
Pepsodent,Good Day,0.1998,0.2124,0.043,0.2152152152152152,1.0132543089228587,1.0,0.0005624799999999971,1.003587244897959,0.01634707602169217,0.11646803900325026,0.0035744225688359435,0.20883171306900117
Good Day,Pepsodent,0.2124,0.1998,0.043,0.20244821092278717,1.0132543089228587,1.0,0.0005624799999999971,1.003320425029516,0.01660859602914941,0.11646803900325026,0.0033094362944103527,0.20883171306900117
Pepsodent,Momogi,0.1998,0.2144,0.0423,0.2117117117117117,0.9874613419389537,1.0,-0.000537120000000002,0.9965897142857142,-0.01562050138459209,0.11374025275611722,-0.0034219555604484736,0.20450324391555733
Momogi,Pepsodent,0.2144,0.1998,0.0423,0.19729477611940296,0.9874613419389537,1.0,-0.000537120000000002,0.9968790238233585,-0.015906183368869998,0.11374025275611722,-0.0031307471639553117,0.20450324391555733
Pepsodent,Teh Kotak,0.1998,0.2038,0.0438,0.21921921921921922,1.07565858301874,1.0,0.003080759999999995,1.0197484615384615,0.08789925806219664,0.1217342968315731,0.019366012583797047,0.21706790205318172
Teh Kotak,Pepsodent,0.2038,0.1998,0.0438,0.21491658488714424,1.07565858301874,1.0,0.003080759999999995,1.01925475,0.08834085192334809,0.1217342968315731,0.018891008356841082,0.21706790205318172
Pepsodent,Kapal Api,0.1998,0.209,0.0437,0.21871871871871873,1.0465010465010467,1.0,0.0019418000000000005,1.012439461883408,0.0555295958619041,0.11969323473021092,0.012286622906091957,0.21390481390481392
Kapal Api,Pepsodent,0.209,0.1998,0.0437,0.2090909090909091,1.0465010465010465,1.0,0.0019418000000000005,1.0117471264367817,0.05617545209696037,0.11969323473021092,0.01161073368021632,0.21390481390481392
Pepsodent,Yupi,0.1998,0.2057,0.0456,0.22822822822822822,1.1095198260973662,1.0,0.004501140000000001,1.0291902723735409,0.12335567423933493,0.12670186162823008,0.02836236715123785,0.224955144741241
Yupi,Pepsodent,0.2057,0.1998,0.0456,0.22168206125425377,1.1095198260973662,1.0,0.004501140000000001,1.0281145534041225,0.12427195080739746,0.12670186162823008,0.02734574013278401,0.224955144741241
Pepsodent,Big Babol,0.1998,0.2101,0.0466,0.23323323323323325,1.110105822147707,1.0,0.0046220199999999975,1.0301698433420365,0.12395023561706132,0.12826864849986236,0.029286280837110063,0.22751618824917255
Big Babol,Pepsodent,0.2101,0.1998,0.0466,0.22179914326511185,1.110105822147707,1.0,0.0046220199999999975,1.0282692354740062,0.12556650024151472,0.12826864849986236,0.027492056067372966,0.22751618824917255
Pepsodent,Roma Kelapa,0.1998,0.2093,0.0426,0.2132132132132132,1.0186966708705838,1.0,0.0007818599999999953,1.0049736641221374,0.022936167366608917,0.11623465211459752,0.004949049213624884,0.20837440402657792
Roma Kelapa,Pepsodent,0.2093,0.1998,0.0426,0.20353559483994266,1.0186966708705838,1.0,0.0007818599999999953,1.0046902219556089,0.023211737861085692,0.11623465211459752,0.004668326468311237,0.20837440402657792
Pepsodent,Gula Pasir,0.1998,0.2079,0.0439,0.2197197197197197,1.0568529087047605,1.0,0.002361580000000002,1.0151480436177036,0.06722635969709172,0.12067069818581638,0.014922004443529487,0.21543946543946543
Gula Pasir,Pepsodent,0.2079,0.1998,0.0439,0.21115921115921116,1.0568529087047605,1.0,0.002361580000000002,1.0143998780487804,0.06791381521223684,0.12067069818581638,0.014195465082743254,0.21543946543946543
Pepsodent,Indomie Kari Ayam,0.1998,0.2108,0.0451,0.22572572572572572,1.0708051505015452,1.0,0.0029821600000000045,1.0192770523594052,0.08263344363465687,0.12339261285909715,0.018912475577452775,0.21983629739796723
Indomie Kari Ayam,Pepsodent,0.2108,0.1998,0.0451,0.21394686907020874,1.0708051505015452,1.0,0.0029821600000000045,1.0179973445986723,0.08378520222561128,0.12339261285909715,0.017679166546124385,0.21983629739796723
"Pepsodent, Biskuat",Tango,0.0472,0.2037,0.0118,0.25,1.2272950417280315,1.0,0.0021853600000000008,1.0617333333333334,0.19437447523089849,0.0493517356754496,0.05814391560969485,0.15396416298478155
"Pepsodent, Tango",Biskuat,0.0459,0.209,0.0118,0.25708061002178645,1.2300507656544806,1.0,0.0022068999999999995,1.0647184750733136,0.19602287362835505,0.048539695598519124,0.0607845891552294,0.15676997008266355
"Tango, Biskuat",Pepsodent,0.0473,0.1998,0.0118,0.24947145877378435,1.2486058997686904,1.0,0.0023494599999999994,1.066181971830986,0.20899210628846113,0.050148746281342964,0.06207380501597643,0.1542652589164217
Pepsodent,"Tango, Biskuat",0.1998,0.0473,0.0118,0.05905905905905905,1.2486058997686904,1.0,0.0023494599999999994,1.0124971276595744,0.24882126925895637,0.050148746281342964,0.012342877148167368,0.1542652589164217
Biskuat,"Pepsodent, Tango",0.209,0.0459,0.0118,0.05645933014354067,1.2300507656544808,1.0,0.0022068999999999995,1.011191176470588,0.23644174934110432,0.048539695598519124,0.011067320137868845,0.15676997008266355
Tango,"Pepsodent, Biskuat",0.2037,0.0472,0.0118,0.057928325969563085,1.2272950417280315,1.0,0.0021853600000000008,1.0113880145909329,0.23257566243877945,0.0493517356754496,0.011259787961338252,0.15396416298478155
"Pepsodent, Molto",Tango,0.0468,0.2037,0.011,0.235042735042735,1.1538671332485764,1.0,0.0014668399999999988,1.0409731843575418,0.1398962346927096,0.04592901878914405,0.03936046093524428,0.1445218584393842
"Pepsodent, Tango",Molto,0.0459,0.2143,0.011,0.23965141612200433,1.1182987219878877,1.0,0.0011636299999999988,1.0333418338108884,0.11087364579660976,0.04414125200642055,0.03226602535573926,0.1454906637306242
"Molto, Tango",Pepsodent,0.0447,0.1998,0.011,0.24608501118568232,1.2316567126410527,1.0,0.00206894,1.0613928783382789,0.19688627085256416,0.047109207708779445,0.05784180353122009,0.15057003312036868
Pepsodent,"Molto, Tango",0.1998,0.0447,0.011,0.05505505505505505,1.2316567126410527,1.0,0.00206894,1.0109583686440677,0.23504805616777624,0.047109207708779445,0.010839584481372398,0.15057003312036868
Molto,"Pepsodent, Tango",0.2143,0.0459,0.011,0.05132991133924405,1.1182987219878877,1.0,0.0011636299999999988,1.005723708804722,0.1346373239844029,0.04414125200642055,0.005691134408598727,0.1454906637306242
Tango,"Pepsodent, Molto",0.2037,0.0468,0.011,0.05400098183603338,1.1538671332485764,1.0,0.0014668399999999988,1.0076120394395434,0.16746087016085748,0.04592901878914405,0.007554534028570475,0.1445218584393842
"Pepsodent, Tango",Big Babol,0.0459,0.2101,0.0117,0.2549019607843137,1.2132411270076806,1.0,0.00205641,1.060128947368421,0.18421710351277482,0.04789193614408514,0.05671852232474199,0.15529486425698313
"Pepsodent, Big Babol",Tango,0.0466,0.2037,0.0117,0.2510729613733905,1.232562402422143,1.0,0.0022075800000000007,1.063254441260745,0.19790439614228164,0.04903604358759431,0.059491349206819706,0.1542551846631312
"Tango, Big Babol",Pepsodent,0.0453,0.1998,0.0117,0.2582781456953642,1.2926834118887098,1.0,0.00264906,1.0788410714285714,0.2371586724786683,0.050128534704370176,0.07307941226613873,0.1584183521269614
Pepsodent,"Tango, Big Babol",0.1998,0.0453,0.0117,0.05855855855855856,1.2926834118887098,1.0,0.00264906,1.0140832535885167,0.2829484936458193,0.050128534704370176,0.013887670010012105,0.1584183521269614
Tango,"Pepsodent, Big Babol",0.2037,0.0466,0.0117,0.057437407952871875,1.232562402422143,1.0,0.0022075800000000007,1.0114978125,0.2369484506869915,0.04903604358759431,0.011367115536890992,0.1542551846631312
Big Babol,"Pepsodent, Tango",0.2101,0.0459,0.0117,0.055687767729652546,1.2132411270076806,1.0,0.00205641,1.0103649697580646,0.22251112604321865,0.04789193614408514,0.010258639272248762,0.15529486425698313
"Pepsodent, Indomie Goreng",Yupi,0.0456,0.2057,0.0118,0.2587719298245614,1.2580064648739007,1.0,0.00242008,1.0716,0.21489053376333697,0.04926931106471817,0.06681597611048896,0.15806851231140562
"Pepsodent, Yupi",Indomie Goreng,0.0456,0.2074,0.0118,0.2587719298245614,1.247694936473295,1.0,0.0023425599999999987,1.0693065088757396,0.20800716041314435,0.04892205638474295,0.06481444590532598,0.1578334094638718
"Indomie Goreng, Yupi",Pepsodent,0.0455,0.1998,0.0118,0.25934065934065936,1.298001298001298,1.0,0.002709099999999999,1.0803887240356083,0.2405288064564817,0.05053533190578158,0.07440722237023163,0.1591998591998592
Pepsodent,"Indomie Goreng, Yupi",0.1998,0.0455,0.0118,0.05905905905905905,1.2980012980012978,1.0,0.002709099999999999,1.0144101063829787,0.28690920490216415,0.05053533190578158,0.01420540498591834,0.1591998591998592
Indomie Goreng,"Pepsodent, Yupi",0.2074,0.0456,0.0118,0.05689488910318225,1.247694936473295,1.0,0.0023425599999999987,1.0119762781186095,0.250469384176514,0.04892205638474295,0.01183454432437369,0.1578334094638718
Yupi,"Pepsodent, Indomie Goreng",0.2057,0.0456,0.0118,0.05736509479824988,1.2580064648739009,1.0,0.00242008,1.012481072717896,0.2582041110710422,0.04926931106471817,0.012327215840580342,0.15806851231140562
"Pepsodent, Molto",Indomie Goreng,0.0468,0.2074,0.0107,0.22863247863247863,1.1023745353542846,1.0,0.0009936799999999985,1.027525761772853,0.09742686709990142,0.04394250513347023,0.026788390906483252,0.14011180344352958
"Pepsodent, Indomie Goreng",Molto,0.0456,0.2143,0.0107,0.23464912280701752,1.0949562426832362,1.0,0.0009279199999999987,1.026587965616046,0.09086493642822997,0.042937399678972706,0.025899354469921768,0.14228956373668655
"Molto, Indomie Goreng",Pepsodent,0.047,0.1998,0.0107,0.2276595744680851,1.1394373096500756,1.0,0.0013093999999999988,1.0360716253443527,0.12840905747712575,0.04531977975434137,0.03481576414407035,0.14060656401081933
Pepsodent,"Molto, Indomie Goreng",0.1998,0.047,0.0107,0.05355355355355355,1.1394373096500754,1.0,0.0013093999999999988,1.0069243786356423,0.15292905745526222,0.04531977975434137,0.006876761336362589,0.14060656401081933
Molto,"Pepsodent, Indomie Goreng",0.2143,0.0456,0.0107,0.049930004666355575,1.0949562426832362,1.0,0.0009279199999999987,1.0045575638506876,0.11037481904938615,0.042937399678972706,0.004536886699869628,0.14228956373668655
Indomie Goreng,"Pepsodent, Molto",0.2074,0.0468,0.0107,0.051591128254580516,1.1023745353542844,1.0,0.0009936799999999985,1.0050517539400103,0.11716791536667427,0.04394250513347023,0.005026361995992987,0.14011180344352958
"Pepsodent, Indomie Goreng",Biskuat,0.0456,0.209,0.0104,0.22807017543859648,1.091244858557878,1.0,0.0008695999999999999,1.0247045454545456,0.08761041975627054,0.042588042588042586,0.024108944928693407,0.13891547049441785
"Pepsodent, Biskuat",Indomie Goreng,0.0472,0.2074,0.0104,0.22033898305084745,1.0623866106598239,1.0,0.0006107200000000004,1.016595652173913,0.06163211263966936,0.042588042588042586,0.016324732590016974,0.13524181553699557
"Indomie Goreng, Biskuat",Pepsodent,0.0459,0.1998,0.0104,0.22657952069716772,1.1340316351209596,1.0,0.0012291799999999981,1.0346247887323943,0.12387630711181685,0.04419889502762431,0.03346603436286892,0.1393157863746099
Pepsodent,"Indomie Goreng, Biskuat",0.1998,0.0459,0.0104,0.05205205205205205,1.1340316351209596,1.0,0.0012291799999999981,1.0064898627243928,0.14770105550535423,0.04419889502762431,0.006448015985800281,0.1393157863746099
Indomie Goreng,"Pepsodent, Biskuat",0.2074,0.0472,0.0104,0.05014464802314368,1.0623866106598239,1.0,0.0006107200000000004,1.0031001015228427,0.07408917098546172,0.042588042588042586,0.0030905205952389617,0.13524181553699557
Biskuat,"Pepsodent, Indomie Goreng",0.209,0.0456,0.0104,0.049760765550239235,1.091244858557878,1.0,0.0008695999999999999,1.0043786505538772,0.1057084508411942,0.042588042588042586,0.004359561557249825,0.13891547049441785
"Pepsodent, Indomie Goreng",Big Babol,0.0456,0.2101,0.0102,0.2236842105263158,1.0646559282547157,1.0,0.0006194400000000006,1.017498305084746,0.06363098466545047,0.0415478615071283,0.017197380081422686,0.1361162604273654
"Pepsodent, Big Babol",Indomie Goreng,0.0466,0.2074,0.0102,0.21888412017167383,1.0553718426792373,1.0,0.0005351599999999998,1.0147021978021977,0.05503111670512549,0.04183757178014766,0.0144891750841204,0.13403222402026316
"Indomie Goreng, Big Babol",Pepsodent,0.0446,0.1998,0.0102,0.22869955156950675,1.1446424002477815,1.0,0.0012889200000000007,1.0374686046511628,0.13226366535728803,0.04355251921434671,0.03611541060923112,0.1398753013102789
Pepsodent,"Indomie Goreng, Big Babol",0.1998,0.0446,0.0102,0.05105105105105105,1.1446424002477815,1.0,0.0012889200000000007,1.0067981012658227,0.15791640325212822,0.04355251921434671,0.006752199132354041,0.1398753013102789
Indomie Goreng,"Pepsodent, Big Babol",0.2074,0.0466,0.0102,0.049180327868852465,1.0553718426792373,1.0,0.0005351599999999998,1.0027137931034484,0.06619564303137351,0.04183757178014766,0.00270644836254716,0.13403222402026316
Big Babol,"Pepsodent, Indomie Goreng",0.2101,0.0456,0.0102,0.04854831032841504,1.0646559282547159,1.0,0.0006194400000000006,1.0030987493746872,0.07688240506988978,0.0415478615071283,0.003089176790040906,0.1361162604273654
"Pepsodent, Indomie Goreng",Taro,0.0456,0.2098,0.0104,0.22807017543859648,1.0870837723479336,1.0,0.0008331199999999997,1.0236681818181819,0.08393513443806819,0.04244897959183674,0.02312095094735066,0.13882059772883112
"Pepsodent, Taro",Indomie Goreng,0.0447,0.2074,0.0104,0.23266219239373603,1.1218042063343108,1.0,0.0011292200000000002,1.0329218658892128,0.11365942233209061,0.0430285477865122,0.031872561687782026,0.14140342020843985
"Indomie Goreng, Taro",Pepsodent,0.0426,0.1998,0.0104,0.24413145539906103,1.2218791561514566,1.0,0.0018885199999999994,1.0586496894409938,0.18966833250309328,0.044827586206896544,0.055400469131543395,0.14809175372555655
Pepsodent,"Indomie Goreng, Taro",0.1998,0.0426,0.0104,0.05205205205205205,1.2218791561514566,1.0,0.0018885199999999994,1.0099710665258712,0.22692884471189892,0.044827586206896544,0.009872625916076929,0.14809175372555655
Indomie Goreng,"Pepsodent, Taro",0.2074,0.0447,0.0104,0.05014464802314368,1.1218042063343105,1.0,0.0011292200000000002,1.0057320812182742,0.13699072186960154,0.0430285477865122,0.005699411727356521,0.14140342020843985
Taro,"Pepsodent, Indomie Goreng",0.2098,0.0456,0.0104,0.04957102001906578,1.0870837723479336,1.0,0.0008331199999999997,1.0041781344032097,0.10137647723069133,0.04244897959183674,0.004160750229532455,0.13882059772883112
"Pepsodent, Kwaci",Taro,0.0448,0.2098,0.0107,0.2388392857142857,1.1384141359117528,1.0,0.0013009600000000003,1.0381513196480938,0.12728752798259213,0.04387043870438704,0.036749285895071766,0.1449201195015661
