support,itemsets
0.011,"frozenset({'Djarum', 'Biskuat', 'Big Babol'})"
0.0107,"frozenset({'Beras', 'Biskuat', 'Big Babol'})"
0.0121,"frozenset({'Biskuat', 'Roma Kelapa', 'Big Babol'})"
0.0113,"frozenset({'Beras', 'Momogi', 'Biskuat'})"
0.0114,"frozenset({'Good Day', 'Biskuat', 'Taro'})"
0.0116,"frozenset({'Beras', 'Biskuat', 'Good Day'})"
0.0104,"frozenset({'Djarum', 'Biskuat', 'Good Day'})"
0.01,"frozenset({'Aqua', 'Biskuat', 'Good Day'})"
0.0118,"frozenset({'Molto', 'Biskuat', 'Good Day'})"
0.0111,"frozenset({'Good Day', 'Biskuat', 'Roma Kelapa'})"
0.0113,"frozenset({'Indomie Kari Ayam', 'Biskuat', 'Good Day'})"
0.0109,"frozenset({'Indomie Kari Ayam', 'Biskuat', 'Taro'})"
0.0109,"frozenset({'Indomie Kari Ayam', 'Djarum', 'Biskuat'})"
0.0107,"frozenset({'Indomie Kari Ayam', 'Beras', 'Biskuat'})"
0.0113,"frozenset({'Indomie Kari Ayam', 'Momogi', 'Biskuat'})"
0.0109,"frozenset({'Indomie Kari Ayam', 'Biskuat', 'Roma Kelapa'})"
0.0108,"frozenset({'Indomie Kari Ayam', 'Molto', 'Biskuat'})"
0.0111,"frozenset({'Indomie Kari Ayam', 'Biskuat', 'Big Babol'})"
0.0104,"frozenset({'Pocari Sweat', 'Biskuat', 'Good Day'})"
0.0102,"frozenset({'Pocari Sweat', 'Indomie Kari Ayam', 'Biskuat'})"
0.0102,"frozenset({'Pocari Sweat', 'Biskuat', 'Taro'})"
0.0109,"frozenset({'Pocari Sweat', 'Molto', 'Biskuat'})"
0.0109,"frozenset({'Pocari Sweat', 'Aqua', 'Biskuat'})"
0.0105,"frozenset({'Pocari Sweat', 'Biskuat', 'Big Babol'})"
0.0103,"frozenset({'Pocari Sweat', 'Momogi', 'Biskuat'})"
0.0104,"frozenset({'Pocari Sweat', 'Beras', 'Biskuat'})"
0.0113,"frozenset({'Pocari Sweat', 'Djarum', 'Biskuat'})"
0.0107,"frozenset({'Pocari Sweat', 'Biskuat', 'Roma Kelapa'})"
0.0112,"frozenset({'Aqua', 'Molto', 'Biskuat'})"
0.011,"frozenset({'Molto', 'Momogi', 'Biskuat'})"
0.0108,"frozenset({'Molto', 'Djarum', 'Biskuat'})"
0.0124,"frozenset({'Molto', 'Biskuat', 'Taro'})"
0.0117,"frozenset({'Molto', 'Biskuat', 'Roma Kelapa'})"
0.0103,"frozenset({'Molto', 'Beras', 'Biskuat'})"
0.0122,"frozenset({'Djarum', 'Momogi', 'Biskuat'})"
0.0127,"frozenset({'Beras', 'Biskuat', 'Djarum'})"
0.0117,"frozenset({'Djarum', 'Biskuat', 'Roma Kelapa'})"
0.0115,"frozenset({'Aqua', 'Djarum', 'Biskuat'})"
0.012,"frozenset({'Beras', 'Biskuat', 'Roma Kelapa'})"
0.0129,"frozenset({'Momogi', 'Biskuat', 'Roma Kelapa'})"
0.0478,"frozenset({'Sun Light Jeruk Nipis', 'Taro'})"
0.0477,"frozenset({'Sun Light Jeruk Nipis', 'Biskuat'})"
0.0477,"frozenset({'Momogi', 'Sun Light Jeruk Nipis'})"
0.0465,"frozenset({'Sun Light Jeruk Nipis', 'Big Babol'})"
0.0451,"frozenset({'Aqua', 'Sun Light Jeruk Nipis'})"
0.0439,"frozenset({'Sun Light Jeruk Nipis', 'Nabati Keju'})"
0.0452,"frozenset({'Beras', 'Sun Light Jeruk Nipis'})"
0.0479,"frozenset({'Pocari Sweat', 'Sun Light Jeruk Nipis'})"
0.0477,"frozenset({'Sun Light Jeruk Nipis', 'Kapal Api'})"
0.0449,"frozenset({'Molto', 'Sun Light Jeruk Nipis'})"
0.0441,"frozenset({'Indomie Kari Ayam', 'Sun Light Jeruk Nipis'})"
0.0446,"frozenset({'Djarum', 'Sun Light Jeruk Nipis'})"
0.0467,"frozenset({'Sun Light Jeruk Nipis', 'Good Day'})"
0.0461,"frozenset({'Sun Light Jeruk Nipis', 'Roma Kelapa'})"
0.0118,"frozenset({'Pocari Sweat', 'Sun Light Jeruk Nipis', 'Taro'})"
0.0119,"frozenset({'Sun Light Jeruk Nipis', 'Biskuat', 'Taro'})"
0.011,"frozenset({'Pocari Sweat', 'Sun Light Jeruk Nipis', 'Biskuat'})"
0.0101,"frozenset({'Sun Light Jeruk Nipis', 'Biskuat', 'Kapal Api'})"
0.0125,"frozenset({'Momogi', 'Biskuat', 'Sun Light Jeruk Nipis'})"
0.0105,"frozenset({'Sun Light Jeruk Nipis', 'Momogi', 'Taro'})"
0.0104,"frozenset({'Pocari Sweat', 'Momogi', 'Sun Light Jeruk Nipis'})"
0.0121,"frozenset({'Momogi', 'Sun Light Jeruk Nipis', 'Big Babol'})"
0.0116,"frozenset({'Sun Light Jeruk Nipis', 'Biskuat', 'Big Babol'})"
0.0112,"frozenset({'Sun Light Jeruk Nipis', 'Taro', 'Big Babol'})"
0.0109,"frozenset({'Pocari Sweat', 'Sun Light Jeruk Nipis', 'Big Babol'})"
0.0101,"frozenset({'Sun Light Jeruk Nipis', 'Good Day', 'Big Babol'})"
0.0101,"frozenset({'Big Babol', 'Sun Light Jeruk Nipis', 'Kapal Api'})"
0.0121,"frozenset({'Aqua', 'Sun Light Jeruk Nipis', 'Taro'})"
0.0109,"frozenset({'Aqua', 'Momogi', 'Sun Light Jeruk Nipis'})"
0.0108,"frozenset({'Aqua', 'Sun Light Jeruk Nipis', 'Biskuat'})"
0.0109,"frozenset({'Pocari Sweat', 'Aqua', 'Sun Light Jeruk Nipis'})"
0.0122,"frozenset({'Aqua', 'Sun Light Jeruk Nipis', 'Kapal Api'})"
0.0106,"frozenset({'Aqua', 'Beras', 'Sun Light Jeruk Nipis'})"
0.0107,"frozenset({'Sun Light Jeruk Nipis', 'Biskuat', 'Nabati Keju'})"
0.0103,"frozenset({'Aqua', 'Sun Light Jeruk Nipis', 'Nabati Keju'})"
0.01,"frozenset({'Momogi', 'Sun Light Jeruk Nipis', 'Nabati Keju'})"
0.0113,"frozenset({'Indomie Kari Ayam', 'Sun Light Jeruk Nipis', 'Nabati Keju'})"
0.0111,"frozenset({'Sun Light Jeruk Nipis', 'Good Day', 'Nabati Keju'})"
0.0105,"frozenset({'Molto', 'Sun Light Jeruk Nipis', 'Nabati Keju'})"
0.0111,"frozenset({'Beras', 'Sun Light Jeruk Nipis', 'Biskuat'})"
0.0106,"frozenset({'Beras', 'Sun Light Jeruk Nipis', 'Kapal Api'})"
0.0114,"frozenset({'Beras', 'Sun Light Jeruk Nipis', 'Good Day'})"
0.0115,"frozenset({'Beras', 'Sun Light Jeruk Nipis', 'Roma Kelapa'})"
0.0109,"frozenset({'Beras', 'Sun Light Jeruk Nipis', 'Big Babol'})"
0.0105,"frozenset({'Pocari Sweat', 'Sun Light Jeruk Nipis', 'Kapal Api'})"
0.0116,"frozenset({'Sun Light Jeruk Nipis', 'Taro', 'Kapal Api'})"
0.0107,"frozenset({'Molto', 'Sun Light Jeruk Nipis', 'Kapal Api'})"
0.0105,"frozenset({'Pocari Sweat', 'Molto', 'Sun Light Jeruk Nipis'})"
0.0102,"frozenset({'Molto', 'Sun Light Jeruk Nipis', 'Taro'})"
0.0104,"frozenset({'Aqua', 'Molto', 'Sun Light Jeruk Nipis'})"
0.01,"frozenset({'Molto', 'Sun Light Jeruk Nipis', 'Biskuat'})"
0.0108,"frozenset({'Molto', 'Sun Light Jeruk Nipis', 'Good Day'})"
0.0109,"frozenset({'Molto', 'Sun Light Jeruk Nipis', 'Big Babol'})"
0.0103,"frozenset({'Molto', 'Momogi', 'Sun Light Jeruk Nipis'})"
0.0117,"frozenset({'Indomie Kari Ayam', 'Molto', 'Sun Light Jeruk Nipis'})"
0.0111,"frozenset({'Pocari Sweat', 'Indomie Kari Ayam', 'Sun Light Jeruk Nipis'})"
0.0102,"frozenset({'Indomie Kari Ayam', 'Sun Light Jeruk Nipis', 'Kapal Api'})"
0.0101,"frozenset({'Indomie Kari Ayam', 'Sun Light Jeruk Nipis', 'Good Day'})"
0.01,"frozenset({'Aqua', 'Sun Light Jeruk Nipis', 'Indomie Kari Ayam'})"
0.0104,"frozenset({'Indomie Kari Ayam', 'Sun Light Jeruk Nipis', 'Big Babol'})"
0.01,"frozenset({'Indomie Kari Ayam', 'Djarum', 'Sun Light Jeruk Nipis'})"
0.0102,"frozenset({'Djarum', 'Sun Light Jeruk Nipis', 'Taro'})"
0.0113,"frozenset({'Beras', 'Sun Light Jeruk Nipis', 'Djarum'})"
0.0101,"frozenset({'Djarum', 'Sun Light Jeruk Nipis', 'Roma Kelapa'})"
0.0109,"frozenset({'Djarum', 'Sun Light Jeruk Nipis', 'Big Babol'})"
0.0103,"frozenset({'Djarum', 'Sun Light Jeruk Nipis', 'Biskuat'})"
0.0113,"frozenset({'Pocari Sweat', 'Djarum', 'Sun Light Jeruk Nipis'})"
0.0105,"frozenset({'Djarum', 'Sun Light Jeruk Nipis', 'Kapal Api'})"
0.0104,"frozenset({'Djarum', 'Momogi', 'Sun Light Jeruk Nipis'})"
0.01,"frozenset({'Djarum', 'Sun Light Jeruk Nipis', 'Good Day'})"
0.0115,"frozenset({'Sun Light Jeruk Nipis', 'Good Day', 'Kapal Api'})"
0.011,"frozenset({'Good Day', 'Sun Light Jeruk Nipis', 'Taro'})"
0.0105,"frozenset({'Sun Light Jeruk Nipis', 'Biskuat', 'Good Day'})"
0.0104,"frozenset({'Pocari Sweat', 'Sun Light Jeruk Nipis', 'Good Day'})"
0.0108,"frozenset({'Sun Light Jeruk Nipis', 'Momogi', 'Good Day'})"
0.0117,"frozenset({'Sun Light Jeruk Nipis', 'Roma Kelapa', 'Kapal Api'})"
0.0109,"frozenset({'Roma Kelapa', 'Sun Light Jeruk Nipis', 'Taro'})"
0.0106,"frozenset({'Roma Kelapa', 'Sun Light Jeruk Nipis', 'Good Day'})"
0.01,"frozenset({'Sun Light Jeruk Nipis', 'Momogi', 'Roma Kelapa'})"
0.0116,"frozenset({'Sun Light Jeruk Nipis', 'Biskuat', 'Roma Kelapa'})"
0.0102,"frozenset({'Sun Light Jeruk Nipis', 'Roma Kelapa', 'Big Babol'})"
0.0476,"frozenset({'Torabika', 'Indomie Goreng'})"
0.0464,"frozenset({'Torabika', 'Momogi'})"
0.0455,"frozenset({'Aqua', 'Torabika'})"
0.0454,"frozenset({'Torabika', 'Biskuat'})"
0.045,"frozenset({'Torabika', 'Nabati Keju'})"
0.045,"frozenset({'Torabika', 'Taro'})"
0.0447,"frozenset({'Torabika', 'Big Babol'})"
0.0438,"frozenset({'Torabika', 'Sun Light Jeruk Nipis'})"
0.0458,"frozenset({'Bimoli', 'Torabika'})"
0.0453,"frozenset({'Pocari Sweat', 'Torabika'})"
0.0419,"frozenset({'Torabika', 'Gula Pasir'})"
0.045,"frozenset({'Torabika', 'Lifebuoy'})"
0.0465,"frozenset({'Torabika', 'Molto'})"
0.0442,"frozenset({'Kwaci', 'Torabika'})"
0.0439,"frozenset({'Torabika', 'Djarum'})"
0.0443,"frozenset({'Torabika', 'Kapal Api'})"
0.044,"frozenset({'Torabika', 'Beras'})"
0.0432,"frozenset({'Torabika', 'Yupi'})"
0.0469,"frozenset({'Torabika', 'Good Day'})"
0.0447,"frozenset({'Torabika', 'Roma Kelapa'})"
0.0486,"frozenset({'Indomie Kari Ayam', 'Torabika'})"
0.0108,"frozenset({'Indomie Kari Ayam', 'Indomie Goreng', 'Torabika'})"
0.0109,"frozenset({'Torabika', 'Indomie Goreng', 'Momogi'})"
0.011,"frozenset({'Torabika', 'Momogi', 'Good Day'})"
0.0112,"frozenset({'Indomie Kari Ayam', 'Momogi', 'Torabika'})"
0.0108,"frozenset({'Torabika', 'Momogi', 'Molto'})"
0.0108,"frozenset({'Aqua', 'Indomie Goreng', 'Torabika'})"
0.0105,"frozenset({'Aqua', 'Momogi', 'Torabika'})"
0.011,"frozenset({'Aqua', 'Molto', 'Torabika'})"
0.0106,"frozenset({'Bimoli', 'Aqua', 'Torabika'})"
0.0116,"frozenset({'Aqua', 'Indomie Kari Ayam', 'Torabika'})"
0.0116,"frozenset({'Torabika', 'Momogi', 'Biskuat'})"
0.0112,"frozenset({'Aqua', 'Biskuat', 'Torabika'})"
0.0111,"frozenset({'Torabika', 'Indomie Goreng', 'Biskuat'})"
0.011,"frozenset({'Indomie Kari Ayam', 'Biskuat', 'Torabika'})"
0.0105,"frozenset({'Bimoli', 'Torabika', 'Biskuat'})"
0.011,"frozenset({'Torabika', 'Biskuat', 'Good Day'})"
0.0107,"frozenset({'Torabika', 'Molto', 'Biskuat'})"
0.0107,"frozenset({'Torabika', 'Biskuat', 'Nabati Keju'})"
0.0107,"frozenset({'Aqua', 'Torabika', 'Nabati Keju'})"
0.0106,"frozenset({'Torabika', 'Indomie Goreng', 'Nabati Keju'})"
0.0107,"frozenset({'Torabika', 'Molto', 'Nabati Keju'})"
0.0102,"frozenset({'Torabika', 'Lifebuoy', 'Nabati Keju'})"
0.0114,"frozenset({'Bimoli', 'Torabika', 'Nabati Keju'})"
0.011,"frozenset({'Torabika', 'Good Day', 'Nabati Keju'})"
0.012,"frozenset({'Indomie Kari Ayam', 'Torabika', 'Nabati Keju'})"
0.0108,"frozenset({'Aqua', 'Taro', 'Torabika'})"
0.01,"frozenset({'Torabika', 'Biskuat', 'Taro'})"
0.01,"frozenset({'Torabika', 'Indomie Goreng', 'Taro'})"
0.0109,"frozenset({'Pocari Sweat', 'Torabika', 'Taro'})"
0.0112,"frozenset({'Good Day', 'Torabika', 'Taro'})"
0.0108,"frozenset({'Torabika', 'Molto', 'Taro'})"
0.0112,"frozenset({'Indomie Kari Ayam', 'Taro', 'Torabika'})"
0.0122,"frozenset({'Torabika', 'Momogi', 'Big Babol'})"
0.0111,"frozenset({'Nabati Keju', 'Torabika', 'Big Babol'})"
0.0119,"frozenset({'Bimoli', 'Torabika', 'Big Babol'})"
0.0107,"frozenset({'Torabika', 'Roma Kelapa', 'Big Babol'})"
0.0114,"frozenset({'Torabika', 'Molto', 'Big Babol'})"
0.0105,"frozenset({'Indomie Kari Ayam', 'Torabika', 'Big Babol'})"
0.0106,"frozenset({'Torabika', 'Good Day', 'Big Babol'})"
0.0115,"frozenset({'Torabika', 'Lifebuoy', 'Big Babol'})"
0.0106,"frozenset({'Torabika', 'Sun Light Jeruk Nipis', 'Taro'})"
0.0105,"frozenset({'Torabika', 'Sun Light Jeruk Nipis', 'Biskuat'})"
0.0104,"frozenset({'Torabika', 'Momogi', 'Sun Light Jeruk Nipis'})"
0.0101,"frozenset({'Torabika', 'Indomie Goreng', 'Sun Light Jeruk Nipis'})"
0.01,"frozenset({'Pocari Sweat', 'Torabika', 'Sun Light Jeruk Nipis'})"
0.0105,"frozenset({'Torabika', 'Sun Light Jeruk Nipis', 'Good Day'})"
0.0102,"frozenset({'Indomie Kari Ayam', 'Sun Light Jeruk Nipis', 'Torabika'})"
0.0101,"frozenset({'Torabika', 'Beras', 'Sun Light Jeruk Nipis'})"
0.0125,"frozenset({'Bimoli', 'Torabika', 'Indomie Goreng'})"
0.0106,"frozenset({'Bimoli', 'Torabika', 'Momogi'})"
0.0121,"frozenset({'Bimoli', 'Torabika', 'Good Day'})"
0.01,"frozenset({'Bimoli', 'Indomie Kari Ayam', 'Torabika'})"
0.0109,"frozenset({'Bimoli', 'Torabika', 'Molto'})"
0.0102,"frozenset({'Pocari Sweat', 'Torabika', 'Bimoli'})"
0.011,"frozenset({'Pocari Sweat', 'Torabika', 'Indomie Goreng'})"
0.0102,"frozenset({'Pocari Sweat', 'Aqua', 'Torabika'})"
0.0104,"frozenset({'Pocari Sweat', 'Torabika', 'Molto'})"
0.0121,"frozenset({'Pocari Sweat', 'Torabika', 'Good Day'})"
0.0117,"frozenset({'Pocari Sweat', 'Indomie Kari Ayam', 'Torabika'})"
0.01,"frozenset({'Pocari Sweat', 'Torabika', 'Momogi'})"
0.0112,"frozenset({'Indomie Kari Ayam', 'Torabika', 'Gula Pasir'})"
0.0102,"frozenset({'Torabika', 'Djarum', 'Gula Pasir'})"
0.0104,"frozenset({'Torabika', 'Molto', 'Gula Pasir'})"
0.0111,"frozenset({'Bimoli', 'Torabika', 'Lifebuoy'})"
0.011,"frozenset({'Torabika', 'Lifebuoy', 'Molto'})"
0.0114,"frozenset({'Torabika', 'Lifebuoy', 'Biskuat'})"
0.0112,"frozenset({'Indomie Kari Ayam', 'Lifebuoy', 'Torabika'})"
0.011,"frozenset({'Torabika', 'Lifebuoy', 'Good Day'})"
0.0105,"frozenset({'Lifebuoy', 'Torabika', 'Momogi'})"
0.0106,"frozenset({'Indomie Kari Ayam', 'Molto', 'Torabika'})"
0.011,"frozenset({'Torabika', 'Indomie Goreng', 'Molto'})"
0.0112,"frozenset({'Torabika', 'Molto', 'Good Day'})"
0.0104,"frozenset({'Kwaci', 'Torabika', 'Molto'})"
0.0111,"frozenset({'Kwaci', 'Torabika', 'Momogi'})"
0.0102,"frozenset({'Kwaci', 'Torabika', 'Good Day'})"
0.0109,"frozenset({'Kwaci', 'Torabika', 'Indomie Goreng'})"
0.0107,"frozenset({'Kwaci', 'Torabika', 'Bimoli'})"
0.0104,"frozenset({'Kwaci', 'Aqua', 'Torabika'})"
0.0105,"frozenset({'Kwaci', 'Torabika', 'Big Babol'})"
0.01,"frozenset({'Kwaci', 'Indomie Kari Ayam', 'Torabika'})"
0.0108,"frozenset({'Torabika', 'Djarum', 'Lifebuoy'})"
0.0103,"frozenset({'Torabika', 'Djarum', 'Nabati Keju'})"
0.01,"frozenset({'Torabika', 'Djarum', 'Molto'})"
0.0101,"frozenset({'Bimoli', 'Torabika', 'Djarum'})"
0.0119,"frozenset({'Indomie Kari Ayam', 'Djarum', 'Torabika'})"
0.0102,"frozenset({'Torabika', 'Djarum', 'Roma Kelapa'})"
0.0106,"frozenset({'Torabika', 'Indomie Goreng', 'Djarum'})"
0.0104,"frozenset({'Aqua', 'Djarum', 'Torabika'})"
0.0105,"frozenset({'Nabati Keju', 'Torabika', 'Kapal Api'})"
0.0107,"frozenset({'Torabika', 'Lifebuoy', 'Kapal Api'})"
0.011,"frozenset({'Aqua', 'Torabika', 'Kapal Api'})"
0.0104,"frozenset({'Torabika', 'Roma Kelapa', 'Kapal Api'})"
0.01,"frozenset({'Torabika', 'Big Babol', 'Kapal Api'})"
0.0109,"frozenset({'Torabika', 'Taro', 'Kapal Api'})"
0.0106,"frozenset({'Torabika', 'Beras', 'Momogi'})"
0.0109,"frozenset({'Torabika', 'Beras', 'Lifebuoy'})"
0.0102,"frozenset({'Torabika', 'Beras', 'Biskuat'})"
0.0109,"frozenset({'Indomie Kari Ayam', 'Beras', 'Torabika'})"
0.0105,"frozenset({'Torabika', 'Indomie Goreng', 'Beras'})"
0.0105,"frozenset({'Kwaci', 'Torabika', 'Beras'})"
0.0101,"frozenset({'Torabika', 'Beras', 'Molto'})"
0.0111,"frozenset({'Pocari Sweat', 'Torabika', 'Beras'})"
0.0107,"frozenset({'Yupi', 'Torabika', 'Nabati Keju'})"
0.0105,"frozenset({'Torabika', 'Momogi', 'Yupi'})"
0.0106,"frozenset({'Torabika', 'Biskuat', 'Yupi'})"
0.0101,"frozenset({'Torabika', 'Lifebuoy', 'Yupi'})"
0.01,"frozenset({'Indomie Kari Ayam', 'Torabika', 'Yupi'})"
0.0101,"frozenset({'Torabika', 'Good Day', 'Yupi'})"
0.0112,"frozenset({'Aqua', 'Torabika', 'Yupi'})"
0.01,"frozenset({'Torabika', 'Indomie Goreng', 'Yupi'})"
0.01,"frozenset({'Torabika', 'Taro', 'Yupi'})"
0.0111,"frozenset({'Torabika', 'Indomie Goreng', 'Good Day'})"
0.011,"frozenset({'Good Day', 'Indomie Kari Ayam', 'Torabika'})"
0.0115,"frozenset({'Good Day', 'Torabika', 'Roma Kelapa'})"
0.0108,"frozenset({'Torabika', 'Indomie Goreng', 'Roma Kelapa'})"
0.0102,"frozenset({'Torabika', 'Momogi', 'Roma Kelapa'})"
0.0104,"frozenset({'Torabika', 'Biskuat', 'Roma Kelapa'})"
0.0475,"frozenset({'Pocari Sweat', 'Big Babol'})"
0.0468,"frozenset({'Pocari Sweat', 'Taro'})"
0.0471,"frozenset({'Pocari Sweat', 'Molto'})"
0.0464,"frozenset({'Pocari Sweat', 'Indomie Kari Ayam'})"
0.0446,"frozenset({'Pocari Sweat', 'Momogi'})"
0.0483,"frozenset({'Pocari Sweat', 'Aqua'})"
0.0463,"frozenset({'Pocari Sweat', 'Roma Kelapa'})"
0.0507,"frozenset({'Pocari Sweat', 'Good Day'})"
0.0469,"frozenset({'Pocari Sweat', 'Djarum'})"
0.0126,"frozenset({'Pocari Sweat', 'Aqua', 'Big Babol'})"
0.011,"frozenset({'Pocari Sweat', 'Good Day', 'Big Babol'})"
0.0121,"frozenset({'Good Day', 'Pocari Sweat', 'Taro'})"
0.0111,"frozenset({'Pocari Sweat', 'Aqua', 'Taro'})"
0.01,"frozenset({'Pocari Sweat', 'Molto', 'Taro'})"
0.0102,"frozenset({'Pocari Sweat', 'Djarum', 'Taro'})"
0.0125,"frozenset({'Pocari Sweat', 'Taro', 'Big Babol'})"
0.0114,"frozenset({'Pocari Sweat', 'Aqua', 'Molto'})"
0.0145,"frozenset({'Pocari Sweat', 'Molto', 'Good Day'})"
0.0117,"frozenset({'Pocari Sweat', 'Molto', 'Big Babol'})"
0.011,"frozenset({'Pocari Sweat', 'Indomie Kari Ayam', 'Molto'})"
0.0133,"frozenset({'Pocari Sweat', 'Aqua', 'Indomie Kari Ayam'})"
0.011,"frozenset({'Pocari Sweat', 'Indomie Kari Ayam', 'Good Day'})"
0.0115,"frozenset({'Pocari Sweat', 'Indomie Kari Ayam', 'Big Babol'})"
0.0115,"frozenset({'Pocari Sweat', 'Indomie Kari Ayam', 'Djarum'})"
0.0116,"frozenset({'Pocari Sweat', 'Aqua', 'Momogi'})"
0.0106,"frozenset({'Pocari Sweat', 'Momogi', 'Roma Kelapa'})"
0.0104,"frozenset({'Pocari Sweat', 'Molto', 'Momogi'})"
0.011,"frozenset({'Pocari Sweat', 'Momogi', 'Good Day'})"
0.0121,"frozenset({'Pocari Sweat', 'Aqua', 'Good Day'})"
0.0114,"frozenset({'Pocari Sweat', 'Aqua', 'Roma Kelapa'})"
0.0101,"frozenset({'Pocari Sweat', 'Indomie Kari Ayam', 'Roma Kelapa'})"
0.0109,"frozenset({'Pocari Sweat', 'Djarum', 'Roma Kelapa'})"
0.0115,"frozenset({'Good Day', 'Pocari Sweat', 'Roma Kelapa'})"
0.0106,"frozenset({'Pocari Sweat', 'Roma Kelapa', 'Big Babol'})"
0.0105,"frozenset({'Pocari Sweat', 'Molto', 'Roma Kelapa'})"
0.0125,"frozenset({'Pocari Sweat', 'Molto', 'Djarum'})"
0.0116,"frozenset({'Pocari Sweat', 'Aqua', 'Djarum'})"
0.011,"frozenset({'Pocari Sweat', 'Djarum', 'Big Babol'})"
0.0121,"frozenset({'Pocari Sweat', 'Djarum', 'Good Day'})"
0.0469,"frozenset({'Pocari Sweat', 'Gula Pasir'})"
0.0458,"frozenset({'Big Babol', 'Gula Pasir'})"
0.0485,"frozenset({'Molto', 'Gula Pasir'})"
0.0471,"frozenset({'Taro', 'Gula Pasir'})"
0.0479,"frozenset({'Momogi', 'Gula Pasir'})"
0.0449,"frozenset({'Good Day', 'Gula Pasir'})"
0.0458,"frozenset({'Nabati Keju', 'Gula Pasir'})"
0.0448,"frozenset({'Beras', 'Gula Pasir'})"
0.0472,"frozenset({'Roma Kelapa', 'Gula Pasir'})"
0.0467,"frozenset({'Indomie Kari Ayam', 'Gula Pasir'})"
0.0481,"frozenset({'Djarum', 'Gula Pasir'})"
0.0459,"frozenset({'Biskuat', 'Gula Pasir'})"
0.0473,"frozenset({'Sun Light Jeruk Nipis', 'Gula Pasir'})"
0.0463,"frozenset({'Aqua', 'Gula Pasir'})"
0.0464,"frozenset({'Kapal Api', 'Gula Pasir'})"
0.0108,"frozenset({'Pocari Sweat', 'Momogi', 'Gula Pasir'})"
0.0111,"frozenset({'Pocari Sweat', 'Djarum', 'Gula Pasir'})"
0.0106,"frozenset({'Pocari Sweat', 'Taro', 'Gula Pasir'})"
0.0102,"frozenset({'Pocari Sweat', 'Roma Kelapa', 'Gula Pasir'})"
0.0117,"frozenset({'Pocari Sweat', 'Sun Light Jeruk Nipis', 'Gula Pasir'})"
0.0111,"frozenset({'Pocari Sweat', 'Molto', 'Gula Pasir'})"
0.0103,"frozenset({'Pocari Sweat', 'Big Babol', 'Gula Pasir'})"
0.0126,"frozenset({'Big Babol', 'Momogi', 'Gula Pasir'})"
0.0116,"frozenset({'Big Babol', 'Biskuat', 'Gula Pasir'})"
0.0106,"frozenset({'Molto', 'Big Babol', 'Gula Pasir'})"
0.0109,"frozenset({'Nabati Keju', 'Big Babol', 'Gula Pasir'})"
0.0103,"frozenset({'Aqua', 'Big Babol', 'Gula Pasir'})"
0.0103,"frozenset({'Big Babol', 'Roma Kelapa', 'Gula Pasir'})"
0.0102,"frozenset({'Big Babol', 'Sun Light Jeruk Nipis', 'Gula Pasir'})"
0.0109,"frozenset({'Big Babol', 'Djarum', 'Gula Pasir'})"
0.0112,"frozenset({'Big Babol', 'Taro', 'Gula Pasir'})"
0.0106,"frozenset({'Momogi', 'Taro', 'Gula Pasir'})"
0.0106,"frozenset({'Djarum', 'Taro', 'Gula Pasir'})"
0.0104,"frozenset({'Roma Kelapa', 'Taro', 'Gula Pasir'})"
0.0123,"frozenset({'Sun Light Jeruk Nipis', 'Taro', 'Gula Pasir'})"
0.0117,"frozenset({'Molto', 'Taro', 'Gula Pasir'})"
0.012,"frozenset({'Molto', 'Momogi', 'Gula Pasir'})"
0.0107,"frozenset({'Djarum', 'Momogi', 'Gula Pasir'})"
0.0113,"frozenset({'Good Day', 'Taro', 'Gula Pasir'})"
0.0106,"frozenset({'Momogi', 'Good Day', 'Gula Pasir'})"
0.0107,"frozenset({'Molto', 'Good Day', 'Gula Pasir'})"
0.0103,"frozenset({'Biskuat', 'Good Day', 'Gula Pasir'})"
0.01,"frozenset({'Indomie Kari Ayam', 'Good Day', 'Gula Pasir'})"
0.01,"frozenset({'Good Day', 'Roma Kelapa', 'Gula Pasir'})"
0.0104,"frozenset({'Sun Light Jeruk Nipis', 'Good Day', 'Gula Pasir'})"
0.01,"frozenset({'Big Babol', 'Good Day', 'Gula Pasir'})"
0.0118,"frozenset({'Pocari Sweat', 'Good Day', 'Gula Pasir'})"
0.0106,"frozenset({'Nabati Keju', 'Momogi', 'Gula Pasir'})"
0.0103,"frozenset({'Nabati Keju', 'Taro', 'Gula Pasir'})"
0.0111,"frozenset({'Nabati Keju', 'Roma Kelapa', 'Gula Pasir'})"
0.0106,"frozenset({'Nabati Keju', 'Indomie Kari Ayam', 'Gula Pasir'})"
0.0115,"frozenset({'Nabati Keju', 'Biskuat', 'Gula Pasir'})"
0.0109,"frozenset({'Nabati Keju', 'Sun Light Jeruk Nipis', 'Gula Pasir'})"
0.0106,"frozenset({'Nabati Keju', 'Djarum', 'Gula Pasir'})"
0.0107,"frozenset({'Nabati Keju', 'Molto', 'Gula Pasir'})"
0.0103,"frozenset({'Nabati Keju', 'Beras', 'Gula Pasir'})"
0.0101,"frozenset({'Beras', 'Biskuat', 'Gula Pasir'})"
0.0115,"frozenset({'Kapal Api', 'Beras', 'Gula Pasir'})"
0.0105,"frozenset({'Indomie Kari Ayam', 'Beras', 'Gula Pasir'})"
0.0101,"frozenset({'Molto', 'Beras', 'Gula Pasir'})"
0.01,"frozenset({'Aqua', 'Beras', 'Gula Pasir'})"
